Test name	Status	Total time	Alive time	Dead time	

Folder: MONITORING\KPC\
01. Node Pit B bengalon	Host is alive	23.55.49	23.50.44	00.05.04	
02. Switch KPC LBTT	Host is alive	23.55.58	23.40.43	00.15.14	
04. Exalt KPC Pelangi Camp	Host is alive	23.55.58	23.40.43	00.15.14	
05. Switch KPC 15K	Host is alive	23.55.48	23.50.43	00.05.04	
10. Link Metro MKN Jakarta-----!	Host is alive	23.55.51	23.55.51	00.00.00	
11. ALU M5                      Oncall Telco SGT	Host is alive	23.55.43	23.55.43	00.00.00	
12. ALU SURYA              Oncall Telco SGT	Host is alive	23.55.44	23.55.44	00.00.00	
13. ALU BINTANG          Oncall Telco SGT	Host is alive	23.55.46	23.55.46	00.00.00	
15. ALU HATARI             Oncall Telco SGT	Host is alive	23.55.44	23.55.44	00.00.00	
16. ALU PTH                    Oncall Telco SGT	Host is alive	23.55.45	23.55.45	00.00.00	
17. ALU P11                    Oncall Telco SGT	Host is alive	23.55.44	23.55.44	00.00.00	
18. ALU FNORTH            Oncall Telco SGT	Host is alive	23.55.45	23.55.45	00.00.00	
19. ALU 15000                 Oncall Telco BGL	Host is alive	23.55.45	23.55.45	00.00.00	
20. ALU LubukTutung     Oncall Telco BGL	Host is alive	23.55.45	23.55.45	00.00.00	
21. Link TBTS Inul Middle	Host is alive	23.55.48	23.55.48	00.00.00	
22. Link TBTS Galaxy ( switch )	Host is alive	23.55.47	23.55.47	00.00.00	
23. Link TBTS Lignite	Host is alive	23.55.46	23.55.46	00.00.00	
26. Link Backup Nokia Lignite to Middle	Host is alive	23.55.43	23.55.43	00.00.00	
27. Link Backup Nokia Middle toLignite	Host is alive	23.55.42	23.55.42	00.00.00	
28. Link NEC AB-to-BIG	Host is alive	23.58.42	23.58.42	00.00.00	
29. Link NEC BINTANG-to-AB	Host is alive	23.58.47	23.58.47	00.00.00	
30. Link NEC AB-to-FN	Host is alive	23.58.42	23.58.42	00.00.00	
31. Link NEC FN-to-AB	Host is alive	23.58.44	23.58.44	00.00.00	
32. Link NEC HT to AB	Host is alive	23.58.44	23.58.26	00.00.17	
33. Link NEC AB to HT	Host is alive	23.58.44	23.58.26	00.00.17	
Genset CH 15000	Host is alive	23.55.44	23.55.44	00.00.00	

