Test name	Status	Total time	Alive time	Dead time	

Folder: MONITORING\LIEBHER\
9. Link Surya To Liebherr Office	Host is alive	1 day 00.01.08	1 day 00.01.08	00.00.00	
8. Mega Shop to Farnorth	Host is alive	1 day 00.00.40	23.30.33	00.30.06	
7. Farnorth to Mega Shop	Host is alive	1 day 00.00.29	1 day 00.00.29	00.00.00	
6. Link Farnorth to New AB	Host is alive	1 day 00.01.17	1 day 00.01.17	00.00.00	
5. Link New AB to Farnorth	Host is alive	23.58.00	23.58.00	00.00.00	
4. Link New AB to Surya	Host is alive	23.58.01	23.58.01	00.00.00	
3. Link Surya to New AB	Host is alive	23.58.01	23.58.01	00.00.00	
2. Link Surya to M5	Host is alive	23.58.01	23.58.01	00.00.00	
10. Link Liebherr Office To Surya	Host is alive	1 day 00.01.09	1 day 00.01.09	00.00.00	
1. Link M5 to Surya	Host is alive	23.58.00	23.58.00	00.00.00	

