Test name	Status	Total time	Alive time	Dead time	

Folder: MONITORING\LIEBHER\
1. Link M5 to Surya	Host is alive	1 day 00.02.43	1 day 00.02.43	00.00.00	
10. Link Liebherr Office To Surya	Host is alive	23.51.15	23.51.15	00.00.00	
2. Link Surya to M5	Host is alive	1 day 00.02.43	1 day 00.02.43	00.00.00	
3. Link Surya to New AB	Host is alive	1 day 00.02.43	1 day 00.02.43	00.00.00	
4. Link New AB to Surya	Host is alive	1 day 00.02.42	1 day 00.02.42	00.00.00	
5. Link New AB to Farnorth	Host is alive	1 day 00.02.42	1 day 00.02.42	00.00.00	
6. Link Farnorth to New AB	Host is alive	1 day 00.01.39	1 day 00.01.39	00.00.00	
7. Farnorth to Mega Shop	Host is alive	1 day 00.00.27	1 day 00.00.27	00.00.00	
8. Mega Shop to Farnorth	Host is alive	1 day 00.00.47	22.30.27	01.30.20	
9. Link Surya To Liebherr Office	Host is alive	23.51.12	23.51.12	00.00.00	

